t_id,r_id,ratersex,rater_formidability,rater_grip_strength,rater_height,rater_weight,rater_age,strength_rating,target_strength_ave,t_height,t_measured_strength,t_age,t_weight
3,41,0,1.222222222,90,5.11,165,20,2,3.896174863,69,0.7246221,19,172.6
3,42,0,1.333333333,104,5.06,185,19,2,3.896174863,69,0.7246221,19,172.6
3,43,0,1.333333333,3.1,6,160,22,4,3.896174863,69,0.7246221,19,172.6
3,44,0,2.555555556,77.4,5.08,130,20,4,3.896174863,69,0.7246221,19,172.6
3,45,0,2.888888889,84.6,5.1,195,18,4,3.896174863,69,0.7246221,19,172.6
3,46,0,2.444444444,61.2,5.07,118,21,4,3.896174863,69,0.7246221,19,172.6
3,47,0,4,84.5,5.09,150,21,4,3.896174863,69,0.7246221,19,172.6
3,48,0,2.777777778,88.8,5.09,175,23,3,3.896174863,69,0.7246221,19,172.6
3,49,1,2,63.9,5.06,160,19,3,3.896174863,69,0.7246221,19,172.6
3,50,0,3.111111111,83.4,5.1,192,19,4,3.896174863,69,0.7246221,19,172.6
3,51,0,2.222222222,81.1,5.1,142,19,5,3.896174863,69,0.7246221,19,172.6
3,52,0,2.111111111,98.4,5.11,165,21,4,3.896174863,69,0.7246221,19,172.6
3,53,0,2.777777778,90.7,6.01,160,18,3,3.896174863,69,0.7246221,19,172.6
3,54,0,2.777777778,95.4,5.09,260,18,4,3.896174863,69,0.7246221,19,172.6
3,55,1,2.888888889,71.3,5.03,150,18,4,3.896174863,69,0.7246221,19,172.6
3,56,0,2.666666667,85.3,6,183,19,4,3.896174863,69,0.7246221,19,172.6
3,57,0,3,113.1,6.02,205,19,3,3.896174863,69,0.7246221,19,172.6
3,58,0,2.888888889,136.4,6.01,202,19,3,3.896174863,69,0.7246221,19,172.6
3,59,0,3,89.3,6,193,19,3,3.896174863,69,0.7246221,19,172.6
3,60,0,2.555555556,66.8,5.06,137,18,4,3.896174863,69,0.7246221,19,172.6
3,61,0,3.111111111,110.1,5.9,175,19,3,3.896174863,69,0.7246221,19,172.6
3,62,1,3.222222222,96.7,5.07,250,20,4,3.896174863,69,0.7246221,19,172.6
3,64,1,2.333333333,63.2,5.02,120,19,3,3.896174863,69,0.7246221,19,172.6
3,65,0,3,89,5.11,214,18,5,3.896174863,69,0.7246221,19,172.6
3,66,1,2.444444444,67.3,5.05,155,19,3,3.896174863,69,0.7246221,19,172.6
3,67,1,2,54.6,5.08,135,19,5,3.896174863,69,0.7246221,19,172.6
3,68,0,2.222222222,58.5,5.02,145,18,4,3.896174863,69,0.7246221,19,172.6
3,69,0,3.111111111,92.8,5.1,158,21,4,3.896174863,69,0.7246221,19,172.6
3,70,1,2.444444444,51,5.08,130,18,4,3.896174863,69,0.7246221,19,172.6
3,71,1,2.111111111,48.5,5.07,140,18,4,3.896174863,69,0.7246221,19,172.6
3,72,1,3.111111111,77,5.01,115,20,4,3.896174863,69,0.7246221,19,172.6
3,73,1,2.888888889,65.4,5.04,127,21,3,3.896174863,69,0.7246221,19,172.6
3,74,0,3,75.7,5.07,135,20,4,3.896174863,69,0.7246221,19,172.6
3,75,1,2.444444444,72.1,5,130,18,5,3.896174863,69,0.7246221,19,172.6
3,76,1,2.666666667,53.4,5.01,170,18,4,3.896174863,69,0.7246221,19,172.6
3,77,1,2.444444444,49.1,5.04,128,19,5,3.896174863,69,0.7246221,19,172.6
3,78,1,3,64.7,5,110,19,3,3.896174863,69,0.7246221,19,172.6
3,79,1,2.666666667,52.9,5,104,18,3,3.896174863,69,0.7246221,19,172.6
3,80,0,3.444444444,96.2,5.09,160,18,3,3.896174863,69,0.7246221,19,172.6
3,81,1,2.111111111,58.4,5.05,150,22,3,3.896174863,69,0.7246221,19,172.6
3,82,0,2.888888889,103.8,6.01,155,18,4,3.896174863,69,0.7246221,19,172.6
3,83,1,3.222222222,72,5.06,140,21,3,3.896174863,69,0.7246221,19,172.6
3,84,0,1.333333333,79.2,5.1,120,19,4,3.896174863,69,0.7246221,19,172.6
3,85,1,2.444444444,55,5.02,155,18,4,3.896174863,69,0.7246221,19,172.6
3,86,1,3.222222222,70.8,5.01,205,23,4,3.896174863,69,0.7246221,19,172.6
3,87,1,1.666666667,58.9,5.04,110,21,5,3.896174863,69,0.7246221,19,172.6
3,88,0,1.777777778,57.8,5.09,135,20,5,3.896174863,69,0.7246221,19,172.6
3,89,0,3.777777778,149.8,6.04,270,23,4,3.896174863,69,0.7246221,19,172.6
3,90,1,2.666666667,62.8,5.04,130,21,5,3.896174863,69,0.7246221,19,172.6
3,91,0,3.666666667,103.6,5.07,155,19,3,3.896174863,69,0.7246221,19,172.6
3,92,1,2,51,5.01,125,18,3,3.896174863,69,0.7246221,19,172.6
3,93,1,2.777777778,52.8,5.06,165,18,3,3.896174863,69,0.7246221,19,172.6
3,94,1,2.888888889,51.5,5.05,140,21,4,3.896174863,69,0.7246221,19,172.6
3,95,1,1.777777778,46,5.03,118,18,5,3.896174863,69,0.7246221,19,172.6
3,96,1,3,48.6,5.02,110,20,4,3.896174863,69,0.7246221,19,172.6
3,97,1,2.555555556,77.35,5.1,185,23,4,3.896174863,69,0.7246221,19,172.6
3,98,1,1.444444444,63.1,5.03,140,18,3,3.896174863,69,0.7246221,19,172.6
3,99,1,2,61.8,5.02,130,22,5,3.896174863,69,0.7246221,19,172.6
3,100,1,2.222222222,53.8,5,102,19,5,3.896174863,69,0.7246221,19,172.6
3,101,1,3.555555556,66.5,5.02,115,51,5,3.896174863,69,0.7246221,19,172.6
3,102,1,3,60.1,5.05,117,17,5,3.896174863,69,0.7246221,19,172.6
3,103,1,3.444444444,83.7,5.07,175,19,5,3.896174863,69,0.7246221,19,172.6
3,104,1,2.555555556,69.8,5.06,160,18,4,3.896174863,69,0.7246221,19,172.6
3,105,1,2.333333333,60.6,5.04,120,19,4,3.896174863,69,0.7246221,19,172.6
3,106,1,2.333333333,86.1,5.04,163,20,2,3.896174863,69,0.7246221,19,172.6
3,107,1,2.777777778,70.6,5.05,135,19,3,3.896174863,69,0.7246221,19,172.6
3,108,1,2.111111111,54.3,5.03,125,18,5,3.896174863,69,0.7246221,19,172.6
3,109,1,3,63.3,5.02,121,18,3,3.896174863,69,0.7246221,19,172.6
3,110,1,2.333333333,47.5,5.01,120,19,4,3.896174863,69,0.7246221,19,172.6
3,111,0,3.333333333,101,5.11,180,22,3,3.896174863,69,0.7246221,19,172.6
3,112,0,3.333333333,97.9,5.09,192,34,3,3.896174863,69,0.7246221,19,172.6
3,113,0,2.444444444,98.4,5.1,130,18,4,3.896174863,69,0.7246221,19,172.6
3,114,0,1.888888889,73.8,5.09,145,20,4,3.896174863,69,0.7246221,19,172.6
3,115,0,2.555555556,90.7,5.1,140,18,3,3.896174863,69,0.7246221,19,172.6
3,116,0,3,119.8,6.01,245,19,4,3.896174863,69,0.7246221,19,172.6
3,117,0,2.888888889,83,5.06,155,18,2,3.896174863,69,0.7246221,19,172.6
3,118,0,3.444444444,108.7,5.11,210,19,4,3.896174863,69,0.7246221,19,172.6
3,119,0,3.666666667,88.6,5.09,170,18,3,3.896174863,69,0.7246221,19,172.6
3,120,0,2.777777778,110.8,5.06,134,19,3,3.896174863,69,0.7246221,19,172.6
3,121,0,2.666666667,95.4,5.1,144,19,4,3.896174863,69,0.7246221,19,172.6
3,122,0,2.777777778,39.1,5.08,135,18,5,3.896174863,69,0.7246221,19,172.6
3,123,0,2.111111111,32.6,5.11,145,18,4,3.896174863,69,0.7246221,19,172.6
3,124,0,3.444444444,107.1,6,240,20,4,3.896174863,69,0.7246221,19,172.6
3,125,0,3.444444444,86.4,5.05,200,20,4,3.896174863,69,0.7246221,19,172.6
3,126,0,2.555555556,80.8,5.1,155,22,4,3.896174863,69,0.7246221,19,172.6
3,127,0,3.333333333,114.3,6.01,160,18,3,3.896174863,69,0.7246221,19,172.6
3,128,0,2.777777778,114.6,5.08,160,21,4,3.896174863,69,0.7246221,19,172.6
3,129,0,2,79.3,5.11,167,19,3,3.896174863,69,0.7246221,19,172.6
3,130,0,2.333333333,71.9,5.09,120,18,5,3.896174863,69,0.7246221,19,172.6
3,131,0,3.333333333,148.7,5.11,223,38,3,3.896174863,69,0.7246221,19,172.6
3,132,0,3.333333333,91.3,5.11,185,22,4,3.896174863,69,0.7246221,19,172.6
3,133,0,2.666666667,51.1,5.06,161,18,4,3.896174863,69,0.7246221,19,172.6
3,135,0,2.777777778,95.2,5.11,190,19,4,3.896174863,69,0.7246221,19,172.6
3,136,0,3,91.1,5.05,173,18,4,3.896174863,69,0.7246221,19,172.6
3,137,0,2.888888889,88.4,6.01,245,18,2,3.896174863,69,0.7246221,19,172.6
3,138,0,2.111111111,82,5.06,135,20,4,3.896174863,69,0.7246221,19,172.6
3,139,0,3.444444444,95.1,5.08,160,20,4,3.896174863,69,0.7246221,19,172.6
3,140,0,2.888888889,86.4,5.1,145,18,4,3.896174863,69,0.7246221,19,172.6
3,141,0,1.555555556,79.4,5.08,150,19,5,3.896174863,69,0.7246221,19,172.6
3,142,1,2,60.7,5.02,130,18,4,3.896174863,69,0.7246221,19,172.6
3,143,1,2.333333333,68,5.05,195,18,6,3.896174863,69,0.7246221,19,172.6
3,144,0,3,97.1,5.08,210,20,4,3.896174863,69,0.7246221,19,172.6
3,145,1,2.333333333,64.4,5.07,160,18,4,3.896174863,69,0.7246221,19,172.6
3,146,1,2.666666667,61.2,5.07,130,19,6,3.896174863,69,0.7246221,19,172.6
3,147,1,2.888888889,60.5,5,142,19,3,3.896174863,69,0.7246221,19,172.6
3,148,1,2.222222222,57.1,5.02,139,19,3,3.896174863,69,0.7246221,19,172.6
3,149,1,1.555555556,52.4,5,95,18,4,3.896174863,69,0.7246221,19,172.6
3,150,0,2.666666667,88.7,5.1,195,22,5,3.896174863,69,0.7246221,19,172.6
3,151,1,1.555555556,59.5,5.02,107,20,6,3.896174863,69,0.7246221,19,172.6
3,152,0,2,86.9,5.07,156,21,3,3.896174863,69,0.7246221,19,172.6
3,153,1,1.666666667,35,5.03,112,18,4,3.896174863,69,0.7246221,19,172.6
3,154,1,2.444444444,61.9,5.03,163,19,3,3.896174863,69,0.7246221,19,172.6
3,156,0,2.222222222,85,5.07,140,18,4,3.896174863,69,0.7246221,19,172.6
3,157,1,2,54.3,5.01,115,19,4,3.896174863,69,0.7246221,19,172.6
3,158,1,1.666666667,56.7,5.03,130,18,4,3.896174863,69,0.7246221,19,172.6
3,159,1,3.111111111,60.4,5.05,150,20,3,3.896174863,69,0.7246221,19,172.6
3,160,1,3.222222222,72.9,5.06,170,19,4,3.896174863,69,0.7246221,19,172.6
3,161,0,3.111111111,112.2,6.02,250,21,3,3.896174863,69,0.7246221,19,172.6
3,162,1,3.333333333,78.6,5.04,190,18,6,3.896174863,69,0.7246221,19,172.6
3,163,1,2.444444444,58.6,5.04,165,19,5,3.896174863,69,0.7246221,19,172.6
3,164,1,2.333333333,51.6,5.04,146,18,4,3.896174863,69,0.7246221,19,172.6
3,165,0,2.333333333,88.8,5.11,145,21,4,3.896174863,69,0.7246221,19,172.6
3,166,1,2.555555556,47.4,5.03,115,18,4,3.896174863,69,0.7246221,19,172.6
3,167,1,1.888888889,43.1,5.03,125,18,4,3.896174863,69,0.7246221,19,172.6
3,168,1,3.555555556,72.5,5.03,135,18,3,3.896174863,69,0.7246221,19,172.6
3,169,1,1.888888889,54.3,5.03,125,19,6,3.896174863,69,0.7246221,19,172.6
3,170,0,2.888888889,105.4,6.02,200,23,2,3.896174863,69,0.7246221,19,172.6
3,171,1,1.555555556,63.4,5.05,125,30,5,3.896174863,69,0.7246221,19,172.6
3,172,0,3.444444444,82.3,5.11,172,20,4,3.896174863,69,0.7246221,19,172.6
3,173,0,1.777777778,118.2,5.11,133,20,5,3.896174863,69,0.7246221,19,172.6
3,174,0,2.777777778,63.5,5.1,181,25,5,3.896174863,69,0.7246221,19,172.6
3,175,0,2.111111111,83.3,6.02,150,18,3,3.896174863,69,0.7246221,19,172.6
3,176,0,3.222222222,152.2,6,275,30,3,3.896174863,69,0.7246221,19,172.6
3,177,0,3.111111111,107.6,5.08,185,23,5,3.896174863,69,0.7246221,19,172.6
3,178,0,3,74.6,5.06,174,21,5,3.896174863,69,0.7246221,19,172.6
3,179,0,1.888888889,73,5.07,100,18,6,3.896174863,69,0.7246221,19,172.6
3,180,0,1.888888889,100.8,5.11,182,20,4,3.896174863,69,0.7246221,19,172.6
3,181,0,2.777777778,109.8,5.08,135,22,4,3.896174863,69,0.7246221,19,172.6
3,182,0,2.555555556,100.7,6.02,160,20,3,3.896174863,69,0.7246221,19,172.6
3,183,0,2.666666667,97.4,5.07,150,25,2,3.896174863,69,0.7246221,19,172.6
3,184,0,2.666666667,75.4,5.08,157,20,4,3.896174863,69,0.7246221,19,172.6
3,185,0,3.111111111,81.1,5.1,250,18,4,3.896174863,69,0.7246221,19,172.6
3,186,0,3.222222222,117.2,5.1,235,22,4,3.896174863,69,0.7246221,19,172.6
3,187,0,3,91.9,5.07,145,18,5,3.896174863,69,0.7246221,19,172.6
13,3,0,2.777777778,81.9,5.09,138,18,4,4.136612022,68,1.173424686,19,151.6
13,4,1,2.222222222,57.6,5.02,109,18,5,4.136612022,68,1.173424686,19,151.6
13,5,1,2.888888889,69,5.03,180,32,4,4.136612022,68,1.173424686,19,151.6
13,6,1,3,74.6,5.02,153,18,5,4.136612022,68,1.173424686,19,151.6
13,7,0,1.777777778,70,5.11,150,18,4,4.136612022,68,1.173424686,19,151.6
13,8,1,1.666666667,53.3,5.02,110,18,4,4.136612022,68,1.173424686,19,151.6
13,9,1,2.111111111,51.6,5.08,150,18,5,4.136612022,68,1.173424686,19,151.6
13,10,1,2.111111111,65.6,5.04,130,18,4,4.136612022,68,1.173424686,19,151.6
13,11,1,2.777777778,66.1,5.08,150,18,5,4.136612022,68,1.173424686,19,151.6
13,12,1,1.777777778,57.6,5.04,120,18,6,4.136612022,68,1.173424686,19,151.6
13,13,1,1.555555556,37.4,5.07,145,18,4,4.136612022,68,1.173424686,19,151.6
13,14,1,3,57.4,5.03,99.29,21,3,4.136612022,68,1.173424686,19,151.6
13,15,1,3,67.6,5,120,21,3,4.136612022,68,1.173424686,19,151.6
13,16,1,3.333333333,65,5.03,170,18,4,4.136612022,68,1.173424686,19,151.6
13,17,1,3.111111111,73.1,5.07,175,18,6,4.136612022,68,1.173424686,19,151.6
13,18,1,2.333333333,38.4,5.05,115,19,3,4.136612022,68,1.173424686,19,151.6
13,19,1,2.333333333,60.3,5,107,18,4,4.136612022,68,1.173424686,19,151.6
13,20,1,2.333333333,63.6,5.02,121,20,6,4.136612022,68,1.173424686,19,151.6
13,21,1,1.777777778,49.8,5.03,155,18,4,4.136612022,68,1.173424686,19,151.6
13,22,1,2.333333333,44.7,5.05,155,18,3,4.136612022,68,1.173424686,19,151.6
13,23,1,2.222222222,54.3,5.01,110,18,5,4.136612022,68,1.173424686,19,151.6
13,24,0,3.333333333,71.3,5.07,150,18,2,4.136612022,68,1.173424686,19,151.6
13,25,1,3.666666667,70.7,5.05,148,20,2,4.136612022,68,1.173424686,19,151.6
13,26,0,3.333333333,132.5,6.02,205,19,3,4.136612022,68,1.173424686,19,151.6
13,27,1,3,87.3,5.02,170,18,3,4.136612022,68,1.173424686,19,151.6
13,28,0,2,96.5,5.1,169,18,4,4.136612022,68,1.173424686,19,151.6
13,29,1,1.777777778,50.2,5,100,19,3,4.136612022,68,1.173424686,19,151.6
13,30,1,3.888888889,86.3,5.08,230,22,5,4.136612022,68,1.173424686,19,151.6
13,31,1,2.444444444,44.4,5.4,114,18,3,4.136612022,68,1.173424686,19,151.6
13,32,1,3.333333333,77.6,5.07,171,23,5,4.136612022,68,1.173424686,19,151.6
13,33,0,3.222222222,85.2,5.07,135,19,4,4.136612022,68,1.173424686,19,151.6
13,34,1,1.888888889,57.3,5.03,136,18,5,4.136612022,68,1.173424686,19,151.6
13,35,0,4,98.4,5.1,175,22,4,4.136612022,68,1.173424686,19,151.6
13,36,0,2.666666667,108.7,6.02,220,18,4,4.136612022,68,1.173424686,19,151.6
13,37,0,2.888888889,104,6,164,30,5,4.136612022,68,1.173424686,19,151.6
13,38,0,3.333333333,87.4,5.08,155,18,3,4.136612022,68,1.173424686,19,151.6
13,39,0,2.888888889,112.5,5.08,285,23,4,4.136612022,68,1.173424686,19,151.6
13,40,0,2.555555556,85.4,6,180,25,3,4.136612022,68,1.173424686,19,151.6
13,41,0,1.222222222,90,5.11,165,20,2,4.136612022,68,1.173424686,19,151.6
13,42,0,1.333333333,104,5.06,185,19,4,4.136612022,68,1.173424686,19,151.6
13,43,0,1.333333333,3.1,6,160,22,4,4.136612022,68,1.173424686,19,151.6
13,44,0,2.555555556,77.4,5.08,130,20,4,4.136612022,68,1.173424686,19,151.6
13,45,0,2.888888889,84.6,5.1,195,18,5,4.136612022,68,1.173424686,19,151.6
13,46,0,2.444444444,61.2,5.07,118,21,5,4.136612022,68,1.173424686,19,151.6
13,47,0,4,84.5,5.09,150,21,3,4.136612022,68,1.173424686,19,151.6
13,48,0,2.777777778,88.8,5.09,175,23,4,4.136612022,68,1.173424686,19,151.6
13,49,1,2,63.9,5.06,160,19,3,4.136612022,68,1.173424686,19,151.6
13,50,0,3.111111111,83.4,5.1,192,19,4,4.136612022,68,1.173424686,19,151.6
13,51,0,2.222222222,81.1,5.1,142,19,5,4.136612022,68,1.173424686,19,151.6
13,52,0,2.111111111,98.4,5.11,165,21,4,4.136612022,68,1.173424686,19,151.6
13,53,0,2.777777778,90.7,6.01,160,18,3,4.136612022,68,1.173424686,19,151.6
13,54,0,2.777777778,95.4,5.09,260,18,4,4.136612022,68,1.173424686,19,151.6
13,55,1,2.888888889,71.3,5.03,150,18,5,4.136612022,68,1.173424686,19,151.6
13,56,0,2.666666667,85.3,6,183,19,3,4.136612022,68,1.173424686,19,151.6
13,57,0,3,113.1,6.02,205,19,3,4.136612022,68,1.173424686,19,151.6
13,58,0,2.888888889,136.4,6.01,202,19,3,4.136612022,68,1.173424686,19,151.6
13,59,0,3,89.3,6,193,19,4,4.136612022,68,1.173424686,19,151.6
13,60,0,2.555555556,66.8,5.06,137,18,4,4.136612022,68,1.173424686,19,151.6
13,61,0,3.111111111,110.1,5.9,175,19,4,4.136612022,68,1.173424686,19,151.6
13,62,1,3.222222222,96.7,5.07,250,20,5,4.136612022,68,1.173424686,19,151.6
13,64,1,2.333333333,63.2,5.02,120,19,3,4.136612022,68,1.173424686,19,151.6
13,65,0,3,89,5.11,214,18,4,4.136612022,68,1.173424686,19,151.6
13,66,1,2.444444444,67.3,5.05,155,19,3,4.136612022,68,1.173424686,19,151.6
13,67,1,2,54.6,5.08,135,19,5,4.136612022,68,1.173424686,19,151.6
13,68,0,2.222222222,58.5,5.02,145,18,4,4.136612022,68,1.173424686,19,151.6
13,69,0,3.111111111,92.8,5.1,158,21,4,4.136612022,68,1.173424686,19,151.6
13,70,1,2.444444444,51,5.08,130,18,3,4.136612022,68,1.173424686,19,151.6
13,71,1,2.111111111,48.5,5.07,140,18,5,4.136612022,68,1.173424686,19,151.6
13,72,1,3.111111111,77,5.01,115,20,4,4.136612022,68,1.173424686,19,151.6
13,73,1,2.888888889,65.4,5.04,127,21,4,4.136612022,68,1.173424686,19,151.6
13,74,0,3,75.7,5.07,135,20,4,4.136612022,68,1.173424686,19,151.6
13,75,1,2.444444444,72.1,5,130,18,5,4.136612022,68,1.173424686,19,151.6
13,76,1,2.666666667,53.4,5.01,170,18,4,4.136612022,68,1.173424686,19,151.6
13,77,1,2.444444444,49.1,5.04,128,19,4,4.136612022,68,1.173424686,19,151.6
13,78,1,3,64.7,5,110,19,4,4.136612022,68,1.173424686,19,151.6
13,79,1,2.666666667,52.9,5,104,18,5,4.136612022,68,1.173424686,19,151.6
13,80,0,3.444444444,96.2,5.09,160,18,4,4.136612022,68,1.173424686,19,151.6
13,81,1,2.111111111,58.4,5.05,150,22,3,4.136612022,68,1.173424686,19,151.6
13,82,0,2.888888889,103.8,6.01,155,18,5,4.136612022,68,1.173424686,19,151.6
13,83,1,3.222222222,72,5.06,140,21,4,4.136612022,68,1.173424686,19,151.6
13,84,0,1.333333333,79.2,5.1,120,19,5,4.136612022,68,1.173424686,19,151.6
13,85,1,2.444444444,55,5.02,155,18,5,4.136612022,68,1.173424686,19,151.6
13,86,1,3.222222222,70.8,5.01,205,23,3,4.136612022,68,1.173424686,19,151.6
13,87,1,1.666666667,58.9,5.04,110,21,6,4.136612022,68,1.173424686,19,151.6
13,88,0,1.777777778,57.8,5.09,135,20,5,4.136612022,68,1.173424686,19,151.6
13,89,0,3.777777778,149.8,6.04,270,23,3,4.136612022,68,1.173424686,19,151.6
13,90,1,2.666666667,62.8,5.04,130,21,6,4.136612022,68,1.173424686,19,151.6
13,91,0,3.666666667,103.6,5.07,155,19,4,4.136612022,68,1.173424686,19,151.6
13,92,1,2,51,5.01,125,18,2,4.136612022,68,1.173424686,19,151.6
13,93,1,2.777777778,52.8,5.06,165,18,3,4.136612022,68,1.173424686,19,151.6
13,94,1,2.888888889,51.5,5.05,140,21,5,4.136612022,68,1.173424686,19,151.6
13,95,1,1.777777778,46,5.03,118,18,4,4.136612022,68,1.173424686,19,151.6
13,96,1,3,48.6,5.02,110,20,5,4.136612022,68,1.173424686,19,151.6
13,97,1,2.555555556,77.35,5.1,185,23,4,4.136612022,68,1.173424686,19,151.6
13,98,1,1.444444444,63.1,5.03,140,18,3,4.136612022,68,1.173424686,19,151.6
13,99,1,2,61.8,5.02,130,22,5,4.136612022,68,1.173424686,19,151.6
13,100,1,2.222222222,53.8,5,102,19,3,4.136612022,68,1.173424686,19,151.6
13,101,1,3.555555556,66.5,5.02,115,51,5,4.136612022,68,1.173424686,19,151.6
13,102,1,3,60.1,5.05,117,17,4,4.136612022,68,1.173424686,19,151.6
13,103,1,3.444444444,83.7,5.07,175,19,5,4.136612022,68,1.173424686,19,151.6
13,104,1,2.555555556,69.8,5.06,160,18,5,4.136612022,68,1.173424686,19,151.6
13,105,1,2.333333333,60.6,5.04,120,19,5,4.136612022,68,1.173424686,19,151.6
13,106,1,2.333333333,86.1,5.04,163,20,2,4.136612022,68,1.173424686,19,151.6
13,107,1,2.777777778,70.6,5.05,135,19,4,4.136612022,68,1.173424686,19,151.6
13,108,1,2.111111111,54.3,5.03,125,18,6,4.136612022,68,1.173424686,19,151.6
13,109,1,3,63.3,5.02,121,18,4,4.136612022,68,1.173424686,19,151.6
13,110,1,2.333333333,47.5,5.01,120,19,3,4.136612022,68,1.173424686,19,151.6
13,111,0,3.333333333,101,5.11,180,22,3,4.136612022,68,1.173424686,19,151.6
13,112,0,3.333333333,97.9,5.09,192,34,4,4.136612022,68,1.173424686,19,151.6
13,113,0,2.444444444,98.4,5.1,130,18,5,4.136612022,68,1.173424686,19,151.6
13,114,0,1.888888889,73.8,5.09,145,20,4,4.136612022,68,1.173424686,19,151.6
13,115,0,2.555555556,90.7,5.1,140,18,5,4.136612022,68,1.173424686,19,151.6
13,116,0,3,119.8,6.01,245,19,4,4.136612022,68,1.173424686,19,151.6
13,117,0,2.888888889,83,5.06,155,18,3,4.136612022,68,1.173424686,19,151.6
13,118,0,3.444444444,108.7,5.11,210,19,5,4.136612022,68,1.173424686,19,151.6
13,119,0,3.666666667,88.6,5.09,170,18,4,4.136612022,68,1.173424686,19,151.6
13,120,0,2.777777778,110.8,5.06,134,19,4,4.136612022,68,1.173424686,19,151.6
13,121,0,2.666666667,95.4,5.1,144,19,4,4.136612022,68,1.173424686,19,151.6
13,122,0,2.777777778,39.1,5.08,135,18,5,4.136612022,68,1.173424686,19,151.6
13,123,0,2.111111111,32.6,5.11,145,18,4,4.136612022,68,1.173424686,19,151.6
13,124,0,3.444444444,107.1,6,240,20,4,4.136612022,68,1.173424686,19,151.6
13,125,0,3.444444444,86.4,5.05,200,20,4,4.136612022,68,1.173424686,19,151.6
13,126,0,2.555555556,80.8,5.1,155,22,5,4.136612022,68,1.173424686,19,151.6
13,127,0,3.333333333,114.3,6.01,160,18,4,4.136612022,68,1.173424686,19,151.6
13,128,0,2.777777778,114.6,5.08,160,21,3,4.136612022,68,1.173424686,19,151.6
